name,main_category,image,ratings,no_of_ratings,actual_price,source_file,actual_price_usd,ranking_score,product_id,search_text
Spongy White Disposable Padded Panty M (Pack of 5 Pcs),Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71quGtvB03L._AC_UL320_.jpg,3.7,32,299,Womens Innerwear.csv,3.29,3.42,59,product: spongy white disposable padded panty m (pack of 5 pcs). category: womens innerwear. price: $3.29. rating: 3.7 out of 5. reviews: 32. spongy white disposable padded panty m (pack of 5 pcs)
Clovia Women Cotton Non-Padded Wire Free Full-Coverage Bra,Womens Innerwear,https://m.media-amazon.com/images/I/71APeR0tghS._AC_UL320_.jpg,3.0,9,599,Womens Innerwear.csv,6.59,2.69,60,product: clovia women cotton non-padded wire free full-coverage bra. category: womens innerwear. price: $6.59. rating: 3.0 out of 5. reviews: 9. clovia women cotton non-padded wire free full-coverage bra
Av2 Women's Cotton Solid Knee Length Nighty,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PXu4bjzIL._AC_UL320_.jpg,4.1,183,1499,Womens Innerwear.csv,16.49,3.98,61,product: av2 women's cotton solid knee length nighty. category: womens innerwear. price: $16.49. rating: 4.1 out of 5. reviews: 183. av2 women's cotton solid knee length nighty
Bummer Printed Hipster Panties for Women | Antibacterial Underwear 3X Softer & Breathable Than Cotton | Full Hip Coverage ...,Womens Innerwear,https://m.media-amazon.com/images/I/61QkcMoMQHL._AC_UL320_.jpg,4.4,14,1098,Womens Innerwear.csv,12.08,3.76,62,product: bummer printed hipster panties for women | antibacterial underwear 3x softer & breathable than cotton | full hip coverage .... category: womens innerwear. price: $12.08. rating: 4.4 out of 5. reviews: 14. bummer printed hipster panties for women | antibacterial underwear 3x softer & breathable than cotton | full hip coverage ...
COIF Body Shapewear & Tummy Shaper Belt for Women & Men Used for Postpartum Recovery (After Delivery)+ Weight Loss + Muscl...,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51-0P16ZblL._AC_UL320_.jpg,4.3,121,1070,Womens Innerwear.csv,11.77,4.06,63,product: coif body shapewear & tummy shaper belt for women & men used for postpartum recovery (after delivery)+ weight loss + muscl.... category: womens innerwear. price: $11.77. rating: 4.3 out of 5. reviews: 121. coif body shapewear & tummy shaper belt for women & men used for postpartum recovery (after delivery)+ weight loss + muscl...
THEKAFTANSHOP Women's 100% Pure Cotton Hand Dyed Batik Kaftan | Free Size | Brown Diamond Design | K82,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81vWa124NDL._AC_UL320_.jpg,5.0,1,1500,Womens Innerwear.csv,16.5,3.61,64,product: thekaftanshop women's 100% pure cotton hand dyed batik kaftan | free size | brown diamond design | k82. category: womens innerwear. price: $16.5. rating: 5.0 out of 5. reviews: 1. thekaftanshop women's 100% pure cotton hand dyed batik kaftan | free size | brown diamond design | k82
BHUMANTE Stylish Women Stripped Comfortable Cotton Shirt Pajama Night Suit Set with Contrast Piping,Womens Innerwear,https://m.media-amazon.com/images/I/71XWYqIIkNL._AC_UL320_.jpg,4.0,53,1699,Womens Innerwear.csv,18.69,3.72,65,product: bhumante stylish women stripped comfortable cotton shirt pajama night suit set with contrast piping. category: womens innerwear. price: $18.69. rating: 4.0 out of 5. reviews: 53. bhumante stylish women stripped comfortable cotton shirt pajama night suit set with contrast piping
Lorliva® Women's Bra Full Coverage Non-Padded Multicolor Everyday Comfort Yoga Cotton Bra Pack of 6,Womens Innerwear,https://m.media-amazon.com/images/I/91YxJA8AuaL._AC_UL320_.jpg,3.0,125,799,Womens Innerwear.csv,8.79,3.16,66,product: lorliva® women's bra full coverage non-padded multicolor everyday comfort yoga cotton bra pack of 6. category: womens innerwear. price: $8.79. rating: 3.0 out of 5. reviews: 125. lorliva® women's bra full coverage non-padded multicolor everyday comfort yoga cotton bra pack of 6
Jockey Women's Cotton Padded Wire Free Bra,Womens Innerwear,https://m.media-amazon.com/images/I/810wH7CDGYL._AC_UL320_.jpg,4.3,9,829,Womens Innerwear.csv,9.12,3.6,67,product: jockey women's cotton padded wire free bra. category: womens innerwear. price: $9.12. rating: 4.3 out of 5. reviews: 9. jockey women's cotton padded wire free bra
Amante Lace Padded Underwire Luxury Comfort Bra,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51aCSbxIj1L._AC_UL320_.jpg,4.1,155,1895,Womens Innerwear.csv,20.84,3.96,68,product: amante lace padded underwire luxury comfort bra. category: womens innerwear. price: $20.84. rating: 4.1 out of 5. reviews: 155. amante lace padded underwire luxury comfort bra
new blue eyes Women's Net Floral Above knee Babydoll Dress,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61vNwU97jEL._AC_UL320_.jpg,3.6,58,499,Womens Innerwear.csv,5.49,3.46,69,product: new blue eyes women's net floral above knee babydoll dress. category: womens innerwear. price: $5.49. rating: 3.6 out of 5. reviews: 58. new blue eyes women's net floral above knee babydoll dress
Mahi Fashion Women's Cotton & Hosiery Floral Top and Pyjama Set Pack of 1,Womens Innerwear,https://m.media-amazon.com/images/I/61LjZTDaiML._AC_UL320_.jpg,4.0,75,1299,Womens Innerwear.csv,14.29,3.78,70,product: mahi fashion women's cotton & hosiery floral top and pyjama set pack of 1. category: womens innerwear. price: $14.29. rating: 4.0 out of 5. reviews: 75. mahi fashion women's cotton & hosiery floral top and pyjama set pack of 1
Clovia Lace Padded Non-Wired Bra,Womens Innerwear,https://m.media-amazon.com/images/I/71tfF9zVCzL._AC_UL320_.jpg,4.0,66,1199,Womens Innerwear.csv,13.19,3.76,71,product: clovia lace padded non-wired bra. category: womens innerwear. price: $13.19. rating: 4.0 out of 5. reviews: 66. clovia lace padded non-wired bra
"JHALAK Womens and Girls Seamless Bralette Bra, Chest Pad Fitness Tank Top Wire Free Push Up Underwear Ligneri Dropship, Fr...",Womens Innerwear,https://m.media-amazon.com/images/I/31HSduDTExL._AC_UL320_.jpg,5.0,5,999,Womens Innerwear.csv,10.99,3.98,72,"product: jhalak womens and girls seamless bralette bra, chest pad fitness tank top wire free push up underwear ligneri dropship, fr.... category: womens innerwear. price: $10.99. rating: 5.0 out of 5. reviews: 5. jhalak womens and girls seamless bralette bra, chest pad fitness tank top wire free push up underwear ligneri dropship, fr..."
ZEYO Women's Cotton Heart Printed Stylish Night Suit Set of Top & Pyjama 5619,Womens Innerwear,https://m.media-amazon.com/images/I/71M9h0ZH2ZL._AC_UL320_.jpg,4.3,21,2499,Womens Innerwear.csv,27.49,3.76,73,product: zeyo women's cotton heart printed stylish night suit set of top & pyjama 5619. category: womens innerwear. price: $27.49. rating: 4.3 out of 5. reviews: 21. zeyo women's cotton heart printed stylish night suit set of top & pyjama 5619
Suruthi Women Multicolour Camisoles (Pack of 4),Womens Innerwear,https://m.media-amazon.com/images/I/81uvPMvxTkL._AC_UL320_.jpg,3.6,26,999,Womens Innerwear.csv,10.99,3.31,74,product: suruthi women multicolour camisoles (pack of 4). category: womens innerwear. price: $10.99. rating: 3.6 out of 5. reviews: 26. suruthi women multicolour camisoles (pack of 4)
Clovia Women's Cotton Chest Printed Top & Pyjama Set,Womens Innerwear,https://m.media-amazon.com/images/I/51Upg4jifaS._AC_UL320_.jpg,4.0,1,1999,Womens Innerwear.csv,21.99,2.91,75,product: clovia women's cotton chest printed top & pyjama set. category: womens innerwear. price: $21.99. rating: 4.0 out of 5. reviews: 1. clovia women's cotton chest printed top & pyjama set
Soulemo Womens Cotton Plain Night Suit 1054,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/7125Z1b6tPS._AC_UL320_.jpg,5.0,1,1999,Womens Innerwear.csv,21.99,3.61,76,product: soulemo womens cotton plain night suit 1054. category: womens innerwear. price: $21.99. rating: 5.0 out of 5. reviews: 1. soulemo womens cotton plain night suit 1054
Enamor Womens Padded Wired Lace Bra,Womens Innerwear,https://m.media-amazon.com/images/I/41RRD1QsMTL._AC_UL320_.jpg,4.3,48,1799,Womens Innerwear.csv,19.79,3.91,77,product: enamor womens padded wired lace bra. category: womens innerwear. price: $19.79. rating: 4.3 out of 5. reviews: 48. enamor womens padded wired lace bra
"OKKU Women Lift up Invisible Bra Tape Nipple Cover, Woman Strapless Bras Instant Breast Lift Sticky Bra Breast Lift Backle...",Womens Innerwear,https://m.media-amazon.com/images/I/71WDPs5JN9L._AC_UL320_.jpg,5.0,3,999,Womens Innerwear.csv,10.99,3.87,78,"product: okku women lift up invisible bra tape nipple cover, woman strapless bras instant breast lift sticky bra breast lift backle.... category: womens innerwear. price: $10.99. rating: 5.0 out of 5. reviews: 3. okku women lift up invisible bra tape nipple cover, woman strapless bras instant breast lift sticky bra breast lift backle..."
"REN STAR Women's Hosiery Cotton Full Sleeve Nightwear Nighty/Maxi/Gown (Color: Dark Purple, Size-X-Large)",Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81KfuN5ClML._AC_UL320_.jpg,5.0,1,899,Womens Innerwear.csv,9.89,3.61,79,"product: ren star women's hosiery cotton full sleeve nightwear nighty/maxi/gown (color: dark purple, size-x-large). category: womens innerwear. price: $9.89. rating: 5.0 out of 5. reviews: 1. ren star women's hosiery cotton full sleeve nightwear nighty/maxi/gown (color: dark purple, size-x-large)"
Triumph Aqua Lantern Modern Full Coverage Hipster Brief,Womens Innerwear,https://m.media-amazon.com/images/I/81aU+tKlxqL._AC_UL320_.jpg,4.2,32,699,Womens Innerwear.csv,7.69,3.77,80,product: triumph aqua lantern modern full coverage hipster brief. category: womens innerwear. price: $7.69. rating: 4.2 out of 5. reviews: 32. triumph aqua lantern modern full coverage hipster brief
Blush n Bloom Women's Cotton Thermal Wear Spaghetti/Sleeveless Thermal Top,Womens Innerwear,https://m.media-amazon.com/images/I/31lV4o8-JlL._AC_UL320_.jpg,4.4,4,599,Womens Innerwear.csv,6.59,3.51,81,product: blush n bloom women's cotton thermal wear spaghetti/sleeveless thermal top. category: womens innerwear. price: $6.59. rating: 4.4 out of 5. reviews: 4. blush n bloom women's cotton thermal wear spaghetti/sleeveless thermal top
PRIYANSHI Women’s Cotton Hand Made Wax Batik Nighty Maxi Gown Pack of 2 (Multi Colored MX24) Multicolour,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81bk4iE2dbL._AC_UL320_.jpg,4.6,10,1699,Womens Innerwear.csv,18.69,3.83,82,product: priyanshi women’s cotton hand made wax batik nighty maxi gown pack of 2 (multi colored mx24) multicolour. category: womens innerwear. price: $18.69. rating: 4.6 out of 5. reviews: 10. priyanshi women’s cotton hand made wax batik nighty maxi gown pack of 2 (multi colored mx24) multicolour
Clovia Women's Lace Padded Non-Wired Full Cup Floral Print Multiway T-Shirt Bra - White,Womens Innerwear,https://m.media-amazon.com/images/I/71n+lCSLJGL._AC_UL320_.jpg,3.1,4,1199,Womens Innerwear.csv,13.19,2.6,83,product: clovia women's lace padded non-wired full cup floral print multiway t-shirt bra - white. category: womens innerwear. price: $13.19. rating: 3.1 out of 5. reviews: 4. clovia women's lace padded non-wired full cup floral print multiway t-shirt bra - white
Selfcare Women Poly Cotton Thermal Top and Pyjama Set (Pack of 2 Set),Womens Innerwear,https://m.media-amazon.com/images/I/81Avc6V8OlL._AC_UL320_.jpg,4.1,116,2396,Womens Innerwear.csv,26.36,3.92,84,product: selfcare women poly cotton thermal top and pyjama set (pack of 2 set). category: womens innerwear. price: $26.36. rating: 4.1 out of 5. reviews: 116. selfcare women poly cotton thermal top and pyjama set (pack of 2 set)
"Elk Plain Cotton Hipster Ladies Panties Brief Women Innerwear, Comfortable Soft Inner Elastic Underwear - Pack of 3",Womens Innerwear,https://m.media-amazon.com/images/I/51VJkhA+YgL._AC_UL320_.jpg,4.5,4,799,Womens Innerwear.csv,8.79,3.58,85,"product: elk plain cotton hipster ladies panties brief women innerwear, comfortable soft inner elastic underwear - pack of 3. category: womens innerwear. price: $8.79. rating: 4.5 out of 5. reviews: 4. elk plain cotton hipster ladies panties brief women innerwear, comfortable soft inner elastic underwear - pack of 3"
"PLUMBURY Women's Cotton Panties (Pack of 3) (Cotton High Waist Panty Assorted_3_Assorted, Free Size)",Womens Innerwear,https://m.media-amazon.com/images/I/41SkAualrkL._AC_UL320_.jpg,4.0,466,999,Womens Innerwear.csv,10.99,4.03,86,"product: plumbury women's cotton panties (pack of 3) (cotton high waist panty assorted_3_assorted, free size). category: womens innerwear. price: $10.99. rating: 4.0 out of 5. reviews: 466. plumbury women's cotton panties (pack of 3) (cotton high waist panty assorted_3_assorted, free size)"
K LINGERIE Pack of 2 T-Shirt Bra with deatachable Strap 5051,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71CkqszF9fS._AC_UL320_.jpg,5.0,1,1180,Womens Innerwear.csv,12.98,3.61,87,product: k lingerie pack of 2 t-shirt bra with deatachable strap 5051. category: womens innerwear. price: $12.98. rating: 5.0 out of 5. reviews: 1. k lingerie pack of 2 t-shirt bra with deatachable strap 5051
"Ritu-Creation Women's Cotton Lightly Padded, With Removable Pads Non-Wired Sports Bra (Pack of 3)",Womens Innerwear,https://m.media-amazon.com/images/I/81-PUapj7AL._AC_UL320_.jpg,3.9,43,1599,Womens Innerwear.csv,17.59,3.61,88,"product: ritu-creation women's cotton lightly padded, with removable pads non-wired sports bra (pack of 3). category: womens innerwear. price: $17.59. rating: 3.9 out of 5. reviews: 43. ritu-creation women's cotton lightly padded, with removable pads non-wired sports bra (pack of 3)"
"GLAMORAS Women Nylon Spandex Padded Wire Free Sports Bras for Women Seamless Comfortable Yoga Bra with Removable Pads, Siz...",Womens Innerwear,https://m.media-amazon.com/images/I/61RM5dMyBDL._AC_UL320_.jpg,4.0,4,999,Womens Innerwear.csv,10.99,3.23,89,"product: glamoras women nylon spandex padded wire free sports bras for women seamless comfortable yoga bra with removable pads, siz.... category: womens innerwear. price: $10.99. rating: 4.0 out of 5. reviews: 4. glamoras women nylon spandex padded wire free sports bras for women seamless comfortable yoga bra with removable pads, siz..."
BODYCARE Solid Woman Cut Sleeves Thermal Top (Off White and Charcol),Womens Innerwear,https://m.media-amazon.com/images/I/618lFaUzIdL._AC_UL320_.jpg,4.2,29,445,Womens Innerwear.csv,4.89,3.75,90,product: bodycare solid woman cut sleeves thermal top (off white and charcol). category: womens innerwear. price: $4.89. rating: 4.2 out of 5. reviews: 29. bodycare solid woman cut sleeves thermal top (off white and charcol)
"Mysaa Women's Crepe Solid Printed Night Suit Set of Shirt & Pyjama (L, Brown)",Womens Innerwear,https://m.media-amazon.com/images/I/81IoJ0kzvjL._AC_UL320_.jpg,5.0,2,1499,Womens Innerwear.csv,16.49,3.78,91,"product: mysaa women's crepe solid printed night suit set of shirt & pyjama (l, brown). category: womens innerwear. price: $16.49. rating: 5.0 out of 5. reviews: 2. mysaa women's crepe solid printed night suit set of shirt & pyjama (l, brown)"
Max Women's Printed Bikini Panties - Set of 3,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71obYdPJf+L._AC_UL320_.jpg,5.0,1,349,Womens Innerwear.csv,3.84,3.61,92,product: max women's printed bikini panties - set of 3. category: womens innerwear. price: $3.84. rating: 5.0 out of 5. reviews: 1. max women's printed bikini panties - set of 3
Sweattire Women's Cotton Plain/Solid Night Suit Set Pack of 1,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81vaHVBn3nL._AC_UL320_.jpg,4.2,6,1599,Womens Innerwear.csv,17.59,3.45,93,product: sweattire women's cotton plain/solid night suit set pack of 1. category: womens innerwear. price: $17.59. rating: 4.2 out of 5. reviews: 6. sweattire women's cotton plain/solid night suit set pack of 1
Amazon Brand - Eden & Ivy Women's Cotton Knee Length Casual Nightgown,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71DQ+Qk+mFL._AC_UL320_.jpg,5.0,1,1399,Womens Innerwear.csv,15.39,3.61,94,product: amazon brand - eden & ivy women's cotton knee length casual nightgown. category: womens innerwear. price: $15.39. rating: 5.0 out of 5. reviews: 1. amazon brand - eden & ivy women's cotton knee length casual nightgown
Clovia Women's Spandex Non Padded Wire Free Full Coverage Bra,Womens Innerwear,https://m.media-amazon.com/images/I/718sDDc+rwL._AC_UL320_.jpg,3.8,7,599,Womens Innerwear.csv,6.59,3.2,95,product: clovia women's spandex non padded wire free full coverage bra. category: womens innerwear. price: $6.59. rating: 3.8 out of 5. reviews: 7. clovia women's spandex non padded wire free full coverage bra
"Leriya Fashion Night Suit Set for Women Rayon, Night Dress, Lounge Wear,Printed Rayon,Top and Capri Set for Women,Women Ni...",Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51iENtB07XL._AC_UL320_.jpg,5.0,1,1999,Womens Innerwear.csv,21.99,3.61,96,"product: leriya fashion night suit set for women rayon, night dress, lounge wear,printed rayon,top and capri set for women,women ni.... category: womens innerwear. price: $21.99. rating: 5.0 out of 5. reviews: 1. leriya fashion night suit set for women rayon, night dress, lounge wear,printed rayon,top and capri set for women,women ni..."
LOTIK Women's Cotton Printed Night Suit Pack of 1,Womens Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61gV43ZrTQS._AC_UL320_.jpg,4.2,462,2299,Womens Innerwear.csv,25.29,4.17,97,product: lotik women's cotton printed night suit pack of 1. category: womens innerwear. price: $25.29. rating: 4.2 out of 5. reviews: 462. lotik women's cotton printed night suit pack of 1
"NETCLICK® Hot Shaper Slimming Belt for Men and Women (Size M, L, XL, XXL, 3XL, 4XL) (Black)",Womens Innerwear,https://m.media-amazon.com/images/I/61MnQqh9kuS._AC_UL320_.jpg,3.3,1276,499,Womens Innerwear.csv,5.49,3.63,98,"product: netclick® hot shaper slimming belt for men and women (size m, l, xl, xxl, 3xl, 4xl) (black). category: womens innerwear. price: $5.49. rating: 3.3 out of 5. reviews: 1276. netclick® hot shaper slimming belt for men and women (size m, l, xl, xxl, 3xl, 4xl) (black)"
